variant,weight_decay,batch_size,model_seed,split_seed,shuffle_seed,original_loss,original_acc,zero_ablated_loss,zero_ablated_acc,mean_ablated_loss,mean_ablated_acc,loss_ratio_zero,loss_ratio_mean
PT-G,0.3,512,1235,41,43,0.0004629839677363634,0.9997650384902954,0.0006476612761616707,0.9996867179870605,0.0006856133113615215,0.9996867179870605,1.3988848886673932,1.4808575655732634
PT-G,0.3,512,1235,41,44,0.00016997983038891107,1.0,0.00016823926125653088,1.0,0.00016975903417915106,1.0,0.989760143139349,0.9987010446518576
PT-G,0.3,512,1235,42,43,2.4885193852242082e-06,1.0,3.1689471597928787e-06,1.0,2.923052079495392e-06,1.0,1.273426752714392,1.1746149525100178
PT-G,0.3,512,1235,42,44,0.001447760034352541,0.9989035725593567,0.0016342446906492114,0.9989818930625916,0.0018028505146503448,0.9989035725593567,1.1288090925787084,1.245268878731416
PT-G,0.3,512,1236,41,43,7.218019163701683e-05,1.0,7.107630517566577e-05,1.0,7.134265615604818e-05,1.0,0.9847065180028568,0.9883966021428636
PT-G,0.3,512,1236,41,44,1.4579956769011915e-05,1.0,1.489339138061041e-05,1.0,1.538676951895468e-05,1.0,1.0214976365543598,1.0553371153786653
PT-G,0.3,512,1236,42,43,0.0005447286530397832,0.9998433589935303,0.0005418083164840937,0.9998433589935303,0.000538281979970634,0.9998433589935303,0.9946389151013205,0.9881653497880559
PT-G,0.3,512,1236,42,44,0.007043788209557533,0.9968674182891846,0.007174348924309015,0.9968674182891846,0.007317646406590939,0.9968674182891846,1.0185355821139437,1.0388793911579872
PT-G,0.5,-1,1234,41,43,0.4375162720680237,0.8097736835479736,0.5107848048210144,0.7524473071098328,0.4785867929458618,0.7753152251243591,1.1674647034421595,1.093871984883462
PT-G,0.5,-1,1234,42,43,8.0081656051334e-05,0.9999216794967651,7.94836159911938e-05,0.9999216794967651,8.639616862637922e-05,0.9999216794967651,0.9925321217164036,1.0788509239993425
PT-G,0.5,-1,1235,41,43,0.012010399252176285,0.9981987476348877,0.012326355092227459,0.9981204271316528,0.012026400305330753,0.9982770681381226,1.0263068557020636,1.0013322665482223
PT-G,0.5,-1,1235,42,43,0.0036831258330494165,0.9988252520561218,0.0037568993866443634,0.9989035725593567,0.0037176967598497868,0.9989035725593567,1.0200301474722808,1.0093863007584911
PT-G,0.5,-1,1236,41,43,0.008029456250369549,0.9977288842201233,0.008114434778690338,0.9977288842201233,0.008088197559118271,0.9977288842201233,1.0105833478221988,1.0073157268583435
PT-G,0.5,-1,1236,42,43,0.008171764202415943,0.9988252520561218,0.008166621439158916,0.998746931552887,0.008190365508198738,0.9988252520561218,0.9993706667092148,1.0022762900791111
PT-G,0.5,1024,1234,41,43,0.0049423095770180225,0.997885525226593,0.005695393308997154,0.9977288842201233,0.005518300924450159,0.9976505637168884,1.152374860425783,1.11654295192485
PT-G,0.5,1024,1234,41,44,3.3315168366243597e-06,1.0,7.289289897016715e-06,1.0,7.249895134009421e-06,1.0,2.187979306267756,2.1761544334127803
PT-G,0.5,1024,1234,42,43,0.004429772030562162,0.9985120296478271,0.0042895060032606125,0.9981204271316528,0.004207300022244453,0.9985120296478271,0.968335610425589,0.949778000587205
PT-G,0.5,1024,1234,42,44,3.2505627132195514e-06,1.0,3.7039926610304974e-06,1.0,3.942674993595574e-06,1.0,1.1394927548903808,1.2129207590923583
PT-G,0.5,1024,1235,41,43,0.005554316099733114,0.9975722432136536,0.005523922387510538,0.9976505637168884,0.005565850529819727,0.9976505637168884,0.9945279109656657,1.0020766607228506
PT-G,0.5,1024,1235,41,44,0.006922082509845495,0.9968674182891846,0.006857973523437977,0.9970240592956543,0.006873143371194601,0.997337281703949,0.9907384827735968,0.9929299977887743
PT-G,0.5,1024,1235,42,43,5.072623480373295e-06,1.0,5.600753866019659e-06,1.0,5.543504357774509e-06,1.0,1.1041138550278324,1.0928278787540844
PT-G,0.5,1024,1235,42,44,0.014528753235936165,0.9972589612007141,0.019330112263560295,0.9963974952697754,0.01625417359173298,0.9978072047233582,1.3304728870849154,1.1187590103415805
PT-G,0.5,1024,1236,41,43,0.010432831943035126,0.9981987476348877,0.010418751277029514,0.9981987476348877,0.010391999036073685,0.9981204271316528,0.9986503505392884,0.9960861147592145
PT-G,0.5,1024,1236,41,44,0.0012811163906008005,0.9991385340690613,0.0013101964723318815,0.9991385340690613,0.0012461325386539102,0.9991385340690613,1.0226990162208787,0.9726926825668946
PT-G,0.5,1024,1236,42,43,0.010262149386107922,0.9965541362762451,0.01091486681252718,0.9961625933647156,0.01064711157232523,0.9963192343711853,1.063604358293873,1.0375128222883248
PT-G,0.5,1024,1236,42,44,0.0002320899802725762,0.9999216794967651,0.00023304166097659618,0.9999216794967651,0.00023413769667968154,0.9999216794967651,1.004100481644672,1.008822941880991
PT-G,0.5,256,1234,41,43,3.241039507884125e-07,1.0,3.954918383897166e-07,1.0,4.25368654077829e-07,1.0,1.2202623183939798,1.3124451369478245
PT-G,0.5,256,1234,41,44,0.0016629903111606836,0.9999216794967651,0.0017927532317116857,0.9999216794967651,0.0017315963050350547,0.9999216794967651,1.0780298716595853,1.0412545962618913
PT-G,0.5,256,1234,42,43,0.0018299042712897062,0.9997650384902954,0.0018861956195905805,0.9996867179870605,0.0018565583741292357,0.9997650384902954,1.03076190879712,1.0145658454694704
PT-G,0.5,256,1234,42,44,0.0018108870135620236,0.9998433589935303,0.0022825119085609913,0.9997650384902954,0.001961161382496357,0.9997650384902954,1.2604386090721802,1.0829838459323549
PT-G,0.5,256,1235,41,43,5.044603312853724e-05,1.0,5.187790156924166e-05,1.0,5.127963959239423e-05,1.0,1.0283841632711932,1.0165247178451664
PT-G,0.5,256,1235,41,44,0.005880569573491812,0.9974156022071838,0.00599701376631856,0.9974939227104187,0.006006091367453337,0.9974939227104187,1.0198015160558,1.0213451762440404
PT-G,0.5,256,1235,42,43,0.010679897852241993,0.9970240592956543,0.011335356160998344,0.99663245677948,0.011119171045720577,0.9968674182891846,1.061373087816449,1.0411308422192793
PT-G,0.5,256,1235,42,44,0.0021155071444809437,1.0,0.0022002768237143755,1.0,0.0021433921065181494,1.0,1.0400706182697534,1.013181218560265
PT-G,0.5,256,1236,41,43,0.0034293869975954294,0.9996083974838257,0.003530130721628666,0.9996083974838257,0.0034462944604456425,0.9996867179870605,1.0293765982386573,1.0049301705704454
PT-G,0.5,256,1236,41,44,0.020521359518170357,0.9971806406974792,0.10409481078386307,0.9576317667961121,0.043764449656009674,0.9895841479301453,5.072510458758531,2.1326291573060274
PT-G,0.5,256,1236,42,43,0.00123183848336339,0.999295175075531,0.001286716083995998,0.999295175075531,0.001236228970810771,0.999295175075531,1.0445493474783896,1.003564174611101
PT-G,0.5,256,1236,42,44,0.01670141890645027,0.9967890977859497,0.02348722331225872,0.9949878454208374,0.02319488488137722,0.9955360293388367,1.4063010720117737,1.388797263950975
PT-G,0.5,512,1234,41,43,0.00037819051067344844,1.0,0.0003840779245365411,1.0,0.0003808451001532376,1.0,1.0155673230737834,1.007019185846472
PT-G,0.5,512,1234,41,44,0.0055518364533782005,0.9981204271316528,0.005383984185755253,0.9981204271316528,0.005406246054917574,0.9981987476348877,0.9697663522633466,0.9737761730405374
PT-G,0.5,512,1234,42,43,1.3154948419469292e-06,1.0,1.4092686342337402e-06,1.0,1.339886352980102e-06,1.0,1.0712840440697022,1.0185417002449613
PT-G,0.5,512,1234,42,44,0.00042069199844263494,0.9999216794967651,0.00042482372373342514,0.9999216794967651,0.00042827517609111965,0.9999216794967651,1.0098212595107239,1.0180254858104194
PT-G,0.5,512,1235,41,43,0.004325163550674915,0.9989818930625916,0.004335131961852312,0.9989818930625916,0.004333605524152517,0.9989818930625916,1.002304747799847,1.0019518275733839
PT-G,0.5,512,1235,41,44,4.5262615458341315e-05,1.0,4.536856067716144e-05,1.0,4.451852146303281e-05,1.0,1.0023406782340636,0.9835605170453893
PT-G,0.5,512,1235,42,43,1.8482634800420783e-07,1.0,2.5628756361584237e-07,1.0,2.448082341288682e-07,1.0,1.3866397642072528,1.3245310356037268
PT-G,0.5,512,1235,42,44,1.9486811652313918e-05,1.0,1.9024508219445124e-05,1.0,1.909850470838137e-05,1.0,0.9762760865596041,0.9800733464837261
PT-G,0.5,512,1236,41,43,0.012156636454164982,0.9992168545722961,0.012648552656173706,0.9989818930625916,0.012455453164875507,0.9991385340690613,1.0404648279039543,1.024580541816577
PT-G,0.5,512,1236,41,44,6.00433413637802e-05,1.0,6.10505958320573e-05,1.0,6.0861926613142714e-05,1.0,1.016775456618487,1.0136332394362102
PT-G,0.5,512,1236,42,43,0.005363206844776869,0.9977288842201233,0.00536632863804698,0.9977288842201233,0.0053911092691123486,0.9977288842201233,1.0005820758662611,1.005202563530186
PT-G,0.5,512,1236,42,44,0.00033370524761267006,0.9997650384902954,0.00036511756479740143,0.9997650384902954,0.0003499831072986126,0.9997650384902954,1.0941319245335677,1.0487791540660343
