variant,weight_decay,batch_size,model_seed,split_seed,shuffle_seed,original_loss,original_acc,zero_ablated_loss,zero_ablated_acc,mean_ablated_loss,mean_ablated_acc,loss_ratio_zero,loss_ratio_mean
POST,0.15,512,1236,41,43,5.225667791819433e-07,1.0,8.092873758869246e-05,1.0,7.861215271987021e-05,1.0,154.86774286605637,150.43465419469314
POST,0.15,512,1236,41,44,0.0001662896538618952,1.0,0.0007689718622714281,0.9996867179870605,0.00035538506926968694,0.9998433589935303,4.6242916766792055,2.137144801352686
POST,0.15,512,1236,42,43,0.0001344889315078035,0.9998433589935303,0.00021620866027660668,0.9999216794967651,0.00021467973419930786,0.9998433589935303,1.6076316307417575,1.5962632150650362
POST,0.15,512,1236,42,44,0.0012067877687513828,0.9996867179870605,0.002777224639430642,0.998590350151062,0.00155831896699965,0.9996083974838257,2.3013364166792396,1.2912949628350834
POST,0.3,-1,1234,41,43,0.0031682250555604696,0.9990602135658264,0.005868428386747837,0.9970240592956543,0.004441042430698872,0.9983553886413574,1.852276364158004,1.4017446212997127
POST,0.3,-1,1234,42,43,0.0006222643423825502,0.9995300769805908,0.00354801956564188,0.998042106628418,0.003012358909472823,0.9983553886413574,5.701788330112381,4.840963404618341
POST,0.3,-1,1235,41,43,0.0034762995783239603,0.9992168545722961,0.004564759321510792,0.9988252520561218,0.003979455679655075,0.9989818930625916,1.3131087291710384,1.1447389932871388
POST,0.3,-1,1235,42,43,0.0016774069517850876,0.9998433589935303,0.002736542373895645,0.9995300769805908,0.0020788307301700115,0.9997650384902954,1.6314123242326086,1.239312098926102
POST,0.3,-1,1236,41,43,0.01870616339147091,0.9928733706474304,0.02900005504488945,0.9869997501373291,0.025505777448415756,0.9876262545585632,1.5502941163291692,1.3634959192137248
POST,0.3,-1,1236,42,43,0.005567880347371101,0.9985120296478271,0.007497420068830252,0.9982770681381226,0.007254516705870628,0.998042106628418,1.3465483453447757,1.302922522265745
POST,0.3,1024,1234,41,43,0.0002739184128586203,1.0,0.0008652973338030279,0.9995300769805908,0.0009681786759756505,0.9995300769805908,3.1589600887824973,3.5345512770452725
POST,0.3,1024,1234,41,44,0.00044855958549305797,0.9998433589935303,0.001230659894645214,0.9993734955787659,0.0013829880626872182,0.9994518160820007,2.74358175467919,3.083175808554027
POST,0.3,1024,1234,42,43,7.618386462127091e-06,1.0,7.085714605636895e-05,1.0,2.1451500288094394e-05,1.0,9.300807514638116,2.8157537550418557
POST,0.3,1024,1234,42,44,4.0743700083112344e-05,1.0,0.00011098624236183241,1.0,0.00013788753130938858,0.9999216794967651,2.7240098993324997,3.3842663044376007
POST,0.3,1024,1235,41,43,0.00021058092534076422,1.0,0.00022307144536171108,1.0,0.00022312399232760072,1.0,1.0593145841710714,1.0595641175312491
POST,0.3,1024,1235,41,44,5.206008154345909e-06,1.0,2.3522556148236617e-05,1.0,2.1325131456251256e-05,1.0,4.518347926251381,4.096253948132853
POST,0.3,1024,1235,42,43,0.0005931875784881413,0.9997650384902954,0.0009316629730165005,0.9996867179870605,0.0010540272342041135,0.9996083974838257,1.5706043194482129,1.7768868945140681
POST,0.3,1024,1235,42,44,0.000776133791077882,0.9995300769805908,0.0013084938982501626,0.9991385340690613,0.0014252486871555448,0.9990602135658264,1.6859128069052984,1.8363440730704206
POST,0.3,1024,1236,41,43,1.8108314634446288e-06,1.0,6.824921001680195e-05,0.9999216794967651,7.467061368515715e-05,0.9999216794967651,37.68943239310402,41.23554024354979
POST,0.3,1024,1236,41,44,7.502762309741229e-05,1.0,0.0025473085697740316,0.9986686706542969,0.0017982617719098926,0.9991385340690613,33.95160961539096,23.96799602161347
POST,0.3,1024,1236,42,43,0.0022541575599461794,0.9995300769805908,0.02144361101090908,0.9887226819992065,0.003173667471855879,0.9989818930625916,9.512915774805498,1.4079173205317794
POST,0.3,1024,1236,42,44,0.0006591598503291607,0.9997650384902954,0.0008988005574792624,0.9997650384902954,0.0008763759396970272,0.9995300769805908,1.3635547690449195,1.3295347695394322
POST,0.3,256,1234,41,43,1.8682843005990435e-07,1.0,5.059603154222714e-07,1.0,4.3362160795368254e-07,1.0,2.708154830932536,2.320961578570493
POST,0.3,256,1234,41,44,3.5053861324740865e-07,1.0,7.096099921000132e-07,1.0,6.666494414275803e-07,1.0,2.0243418707176017,1.901786040777944
POST,0.3,256,1234,42,43,0.0005081239505670965,0.9996867179870605,0.0006377982790581882,0.9996867179870605,0.0009310349705629051,0.9991385340690613,1.2552021575569652,1.8322989292746679
POST,0.3,256,1234,42,44,0.00025171859306283295,0.9998433589935303,0.0005296531599014997,0.9998433589935303,0.0005265248473733664,0.9996867179870605,2.1041479433713897,2.0917201266969476
POST,0.3,256,1235,41,43,5.562699243455427e-07,1.0,2.498352159818751e-06,1.0,2.2880151391291292e-06,1.0,4.491258740544149,4.1131383146788005
POST,0.3,256,1235,41,44,2.583499372121878e-05,1.0,7.147206633817405e-05,0.9999216794967651,6.162401405163109e-05,1.0,2.7664828220752637,2.385292395136837
POST,0.3,256,1235,42,43,2.2686768375024258e-07,1.0,7.204308985819807e-06,1.0,3.0247272206906928e-06,1.0,31.755554016018397,13.332560947819253
POST,0.3,256,1235,42,44,0.0001366666838293895,1.0,0.00037114755832590163,0.9998433589935303,0.000424494530307129,0.9998433589935303,2.715713500367294,3.1060571487712028
POST,0.3,256,1236,41,43,6.506154750240967e-05,1.0,9.810049959924072e-05,0.9999216794967651,7.44966819183901e-05,0.9999216794967651,1.5078107325314911,1.1450185982070435
POST,0.3,256,1236,41,44,3.294898851891048e-05,1.0,5.684600182576105e-05,1.0,3.8029418647056445e-05,1.0,1.7252730472480302,1.154190776607001
POST,0.3,256,1236,42,43,7.839134013920557e-06,1.0,6.998387834755704e-05,1.0,9.819214756134897e-05,1.0,8.927501203995396,12.525892195104916
POST,0.3,256,1236,42,44,4.121875099372119e-05,1.0,9.446064359508455e-05,1.0,5.18668930453714e-05,1.0,2.29169107063612,1.258332477208546
POST,0.3,512,1234,41,43,2.6108455131179653e-06,1.0,2.8432876206352375e-05,1.0,1.6963082089205272e-05,1.0,10.890294375325492,6.497160404158633
POST,0.3,512,1234,41,44,3.737432336947677e-07,1.0,7.008086868154351e-06,1.0,3.376169161128928e-06,1.0,18.751073561582615,9.033392063724184
POST,0.3,512,1234,42,43,5.608223000308499e-05,1.0,0.0005107480101287365,0.9998433589935303,0.00010648903116816655,1.0,9.107127339633983,1.8988016553961704
POST,0.3,512,1234,42,44,2.202789346483769e-06,1.0,4.3526564695639536e-05,1.0,2.7086764021078125e-05,1.0,19.759749049594497,12.296574824240786
POST,0.3,512,1235,41,43,4.629071099770954e-06,1.0,7.822424231562763e-05,1.0,6.612147990381345e-05,1.0,16.898475013593583,14.283962911497543
POST,0.3,512,1235,41,44,6.524575724142778e-07,1.0,1.2610020121428533e-06,1.0,1.2859434264100855e-06,1.0,1.9326958034631871,1.9709226787754652
POST,0.3,512,1235,42,43,3.148208270431496e-05,1.0,3.5041004593949765e-05,1.0,2.7035890525439754e-05,1.0,1.1130459481687027,0.8587707102914824
POST,0.3,512,1235,42,44,0.0010041086934506893,0.9996867179870605,0.0015490927034989,0.9995300769805908,0.0013120645890012383,0.9996867179870605,1.5427540002420805,1.306695776621789
POST,0.3,512,1236,41,43,5.487979706231272e-06,1.0,4.161761899013072e-05,1.0,2.899667560996022e-05,1.0,7.583413426780061,5.283670341753676
POST,0.3,512,1236,41,44,7.057221955619752e-05,0.9999216794967651,0.00010309796198271215,1.0,0.00011196656851097941,0.9999216794967651,1.4608859212740783,1.5865530263196421
POST,0.3,512,1236,42,43,2.0434985344763845e-05,1.0,4.677555989474058e-05,1.0,5.905138095840812e-05,1.0,2.28899405140636,2.8897197606035543
POST,0.3,512,1236,42,44,1.9316177713335492e-05,1.0,0.00019716376846190542,0.9999216794967651,9.047266212292016e-05,1.0,10.207183397665036,4.683776649065497
POST,0.5,-1,1234,41,43,6.331498298095539e-05,1.0,0.0001628945756237954,1.0,0.00010544103133725002,1.0,2.5727650542493663,1.6653409094173774
POST,0.5,-1,1234,42,43,0.023177102208137512,0.9913854002952576,0.0853387862443924,0.9557521939277649,0.0845855250954628,0.9568486213684082,3.6820300259292047,3.6495297960831663
POST,0.5,-1,1235,41,43,0.0037197761703282595,0.998590350151062,0.004903936758637428,0.998042106628418,0.004744783043861389,0.9979637861251831,1.3183418931910278,1.275556062138727
POST,0.5,-1,1235,42,43,0.0018465227913111448,0.999295175075531,0.003512804862111807,0.9981987476348877,0.0034888240043073893,0.997885525226593,1.902389116799094,1.889402080886372
POST,0.5,-1,1236,41,43,0.006724717561155558,0.9967107772827148,0.01139033306390047,0.9950661659240723,0.010153466835618019,0.9951444864273071,1.6938009604589528,1.5098726070323278
POST,0.5,-1,1236,42,43,0.0026566425804048777,0.9986686706542969,0.01204046979546547,0.9944396615028381,0.008901822380721569,0.9955360293388367,4.532212908230386,3.350779079722841
POST,0.5,1024,1234,41,43,0.00012064263137290254,1.0,0.0002574422105681151,1.0,0.0005802581436000764,0.9996083974838257,2.1339240336392318,4.8097271834739495
POST,0.5,1024,1234,41,44,0.00015459753922186792,1.0,0.0003232394519727677,0.9999216794967651,0.0005342162330634892,0.9995300769805908,2.0908447417709306,3.4555286956852416
POST,0.5,1024,1234,42,43,6.4090763771673664e-06,1.0,1.4291772458818741e-05,1.0,1.720802356430795e-05,1.0,2.2299270000485323,2.6849459347391047
POST,0.5,1024,1234,42,44,4.732394813800056e-07,1.0,7.122577244444983e-06,1.0,7.909344276413321e-06,1.0,15.050682634667245,16.713196146164766
POST,0.5,1024,1235,41,43,6.646485417149961e-05,1.0,8.921486005419865e-05,0.9999216794967651,8.978222467703745e-05,0.9999216794967651,1.3422862528818176,1.3508225632357802
POST,0.5,1024,1235,41,44,7.6116448326502e-05,1.0,4.020092455903068e-05,1.0,8.28264164738357e-05,1.0,0.5281502939625947,1.0881539837296568
POST,0.5,1024,1235,42,43,0.0011991561623290181,0.9996867179870605,0.0030663369689136744,0.998042106628418,0.0031551215797662735,0.9984337091445923,2.557078940376032,2.6311181803363723
POST,0.5,1024,1235,42,44,4.843405622523278e-05,1.0,0.0002445305581204593,1.0,4.080831058672629e-05,1.0,5.048731763933201,0.842554057354922
POST,0.5,1024,1236,41,43,3.154681053274544e-06,1.0,0.00036755617475137115,0.9999216794967651,0.0005767616094090044,0.9997650384902954,116.51135837324968,182.82723345687472
POST,0.5,1024,1236,41,44,2.6867979613598436e-05,1.0,0.0001335984852630645,0.9998433589935303,0.0002286425733473152,0.9998433589935303,4.972405338414339,8.509853611456311
POST,0.5,1024,1236,42,43,2.867660077754408e-05,1.0,8.663207700010389e-05,1.0,9.546689398121089e-05,1.0,3.0210023033114606,3.3290868301227876
POST,0.5,1024,1236,42,44,0.0001989258744288236,1.0,0.004287604708224535,0.997337281703949,0.0014317265013232827,0.9990602135658264,21.55378087710081,7.197286453731587
POST,0.5,256,1234,41,43,1.005550487320761e-07,1.0,5.364215098779823e-07,1.0,4.5628866018887493e-07,1.0,5.33460543892978,4.5377001547145905
POST,0.5,256,1234,41,44,8.300414151563018e-07,1.0,3.994060534751043e-05,1.0,1.8635944798006676e-05,1.0,48.11881024031719,22.451825243560183
POST,0.5,256,1234,42,43,0.00015220377827063203,1.0,0.00128459301777184,0.9994518160820007,0.0014744664076715708,0.9991385340690613,8.43995485767586,9.687449447213043
POST,0.5,256,1234,42,44,0.00016072997823357582,1.0,0.0010946126421913505,0.9995300769805908,0.0001261789002455771,1.0,6.810258137412542,0.7850365042805615
POST,0.5,256,1235,41,43,4.709835081939673e-07,1.0,1.4369762538990472e-05,1.0,1.3194755410950165e-05,1.0,30.51011827164128,28.015323639561725
POST,0.5,256,1235,41,44,5.724356242353679e-07,1.0,2.2816027922090143e-05,1.0,4.706014351540944e-06,1.0,39.85780576211815,8.221036833315559
POST,0.5,256,1235,42,43,1.7934275092557073e-05,1.0,0.0007758359424769878,0.9996867179870605,0.0005084786098450422,0.9996867179870605,43.25995550268818,28.352336920273217
POST,0.5,256,1235,42,44,9.109319876188238e-07,1.0,2.3211994630401023e-05,1.0,3.423310408834368e-05,1.0,25.481589126184026,37.58030737050854
POST,0.5,256,1236,41,43,5.153523034095997e-06,1.0,2.524981573515106e-05,1.0,2.061469785985537e-05,1.0,4.8995251535885,4.000117535803638
POST,0.5,256,1236,41,44,5.744254849560093e-06,1.0,3.1221228709910065e-05,1.0,4.168072700849734e-05,1.0,5.435209531537594,7.256072040691116
POST,0.5,256,1236,42,43,1.1788963092840277e-05,1.0,8.415379124926403e-05,1.0,0.0001007115570246242,0.9999216794967651,7.138353949074,8.542868124321194
POST,0.5,256,1236,42,44,1.7123336874647066e-05,1.0,9.450496872887015e-05,1.0,7.598824595334008e-05,1.0,5.519074314819729,4.437700812033245
POST,0.5,512,1234,41,43,7.639065557896174e-08,1.0,5.045312150286918e-07,1.0,4.973709337718901e-07,1.0,6.604619520605888,6.510887097411792
POST,0.5,512,1234,41,44,9.884249863034711e-08,1.0,5.750134732807055e-07,1.0,5.75174567529757e-07,1.0,5.817472051482135,5.8191018590171915
POST,0.5,512,1234,42,43,1.4824462368778768e-07,1.0,8.524523309461074e-07,1.0,6.633695761593117e-07,1.0,5.750308576056185,4.474830585130756
POST,0.5,512,1234,42,44,3.161908580295858e-06,1.0,0.00012630867422558367,1.0,8.292231359519064e-05,1.0,39.9469722220005,26.225398834090154
POST,0.5,512,1235,41,43,2.8951653803233057e-05,1.0,0.00011051388719351962,1.0,0.00019075098680332303,0.9998433589935303,3.8171873684527977,6.588604164022633
POST,0.5,512,1235,41,44,1.6237355282555654e-07,1.0,1.2463505072446424e-06,1.0,5.423795528258779e-07,1.0,7.675822112383285,3.3403195495055455
POST,0.5,512,1235,42,43,8.43673296913039e-06,1.0,5.1962255383841693e-05,1.0,0.00012187434185761958,1.0,6.159049429911928,14.445679661019508
POST,0.5,512,1235,42,44,1.2911637895740569e-05,1.0,0.0002833306207321584,1.0,7.865191582823172e-05,1.0,21.943817122196915,6.091552168929573
POST,0.5,512,1236,41,43,9.636553841119166e-06,1.0,3.146364542772062e-05,1.0,1.5534515114268288e-05,1.0,3.2650308343077246,1.6120405043535924
POST,0.5,512,1236,41,44,0.0006222779047675431,0.9997650384902954,0.0016984831308946013,0.9990602135658264,0.0010404015192762017,0.9994518160820007,2.7294607728826294,1.6719242500902425
POST,0.5,512,1236,42,43,5.564364073507022e-06,1.0,1.152089680545032e-05,1.0,1.4077168088988401e-05,1.0,2.0704786123365766,2.5298790487150957
POST,0.5,512,1236,42,44,1.2729128684441093e-05,1.0,0.00015294803597498685,1.0,9.747484000399709e-05,1.0,12.015593507349513,7.657620754760795
PT-G,0.15,-1,1234,41,43,0.6177117824554443,0.7122719287872314,0.6733918786048889,0.6859581470489502,0.6509682536125183,0.6944161653518677,1.0901392813459259,1.0538381687085154
PT-G,0.15,-1,1234,42,43,0.00044843836803920567,0.9998433589935303,0.0004585925489664078,0.9998433589935303,0.00047132509644143283,0.9998433589935303,1.0226434258326316,1.051036508098759
PT-G,0.15,-1,1235,41,43,0.00037253284244798124,1.0,0.0003735458885785192,1.0,0.0003732663462869823,1.0,1.0027193471691813,1.0019689642238818
PT-G,0.15,-1,1235,42,43,0.008613966405391693,0.9963192343711853,0.008635947480797768,0.9961625933647156,0.008626114577054977,0.9961625933647156,1.0025517948842146,1.0014102877921234
PT-G,0.15,-1,1236,41,43,0.07501454651355743,0.9907588362693787,0.07488662749528885,0.9912287592887878,0.07471448183059692,0.991150438785553,0.9982947438301788,0.9959999133913809
PT-G,0.15,-1,1236,42,43,0.008915454149246216,0.9972589612007141,0.008833706378936768,0.9972589612007141,0.008822042495012283,0.9972589612007141,0.9908307788990918,0.9895225018635949
PT-G,0.15,1024,1234,41,43,5.063061507826205e-07,1.0,5.944881422692561e-07,1.0,5.093351092000376e-07,1.0,1.1741673320585353,1.005982464192337
PT-G,0.15,1024,1234,41,44,6.899692380102351e-06,1.0,1.2829726074414793e-05,1.0,8.580951543990523e-06,1.0,1.8594634902004827,1.2436716119020992
PT-G,0.15,1024,1234,42,43,2.3308632535190554e-06,1.0,2.6787718070409028e-06,1.0,2.748874067037832e-06,1.0,1.1492616750453237,1.17933733902565
PT-G,0.15,1024,1234,42,44,4.939056452712975e-07,1.0,8.354697342838335e-07,1.0,7.302110134332906e-07,1.0,1.6915573698796622,1.478442330887295
PT-G,0.15,1024,1235,41,43,0.0004928939160890877,0.9998433589935303,0.000492060324177146,0.9998433589935303,0.0004880857595708221,0.9998433589935303,0.9983087802775981,0.9902450479478092
PT-G,0.15,1024,1235,41,44,3.5876946640200913e-06,1.0,4.734723916044459e-06,1.0,3.7672493817808572e-06,1.0,1.319712060094628,1.0500473798847672
PT-G,0.15,1024,1235,42,43,6.784903689549537e-06,1.0,7.560015092167305e-06,1.0,7.1474728429166134e-06,1.0,1.1142405902992603,1.0534376271140773
PT-G,0.15,1024,1235,42,44,1.173401074083813e-06,1.0,1.676425654295599e-06,1.0,1.1872932645928813e-06,1.0,1.42868938108357,1.0118392515704107
PT-G,0.15,1024,1236,41,43,2.28096700993774e-06,1.0,3.0424805572693003e-06,1.0,2.4791343093966134e-06,1.0,1.3338555726644843,1.086878634629741
PT-G,0.15,1024,1236,41,44,7.660421033506282e-06,1.0,1.0998398465744685e-05,1.0,6.955247499718098e-06,1.0,1.4357433380800173,0.9079458517092218
PT-G,0.15,1024,1236,42,43,4.52158237749245e-05,1.0,4.15649737988133e-05,1.0,4.847030504606664e-05,1.0,0.9192572495353747,1.071976600212844
PT-G,0.15,1024,1236,42,44,8.508534847351257e-06,1.0,6.952431704121409e-06,1.0,7.071450454532169e-06,1.0,0.8171126790749091,0.8311008394980649
PT-G,0.15,256,1234,41,43,7.924007832116331e-07,1.0,1.7394371525369934e-06,1.0,1.983529273275053e-06,1.0,2.195148199484335,2.503189440620852
PT-G,0.15,256,1234,41,44,7.454110163962469e-05,1.0,7.672502397326753e-05,1.0,7.630211621290073e-05,1.0,1.0292982299108109,1.0236247457381273
PT-G,0.15,256,1234,42,43,0.0016516826581209898,0.9989035725593567,0.001716587576083839,0.9989818930625916,0.0017499543027952313,0.9989818930625916,1.0392962398943433,1.059497897002829
PT-G,0.15,256,1234,42,44,0.001146158087067306,0.9996083974838257,0.00112662382889539,0.9995300769805908,0.0011314231669530272,0.9995300769805908,0.9829567505631804,0.9871440769990278
PT-G,0.15,256,1235,41,43,7.765078771626577e-05,1.0,7.077748159645125e-05,1.0,7.522217492805794e-05,1.0,0.9114843992963804,0.9687239130518299
PT-G,0.15,256,1235,41,44,0.0011910207103937864,0.9998433589935303,0.001200348255224526,0.9998433589935303,0.0012355768121778965,0.9997650384902954,1.0078315555299249,1.0374100142804221
PT-G,0.15,256,1235,42,43,0.0019227205775678158,0.999295175075531,0.001976770581677556,0.9993734955787659,0.0021404942963272333,0.9993734955787659,1.0281112111350637,1.1132633214103813
PT-G,0.15,256,1235,42,44,0.0006330584292300045,1.0,0.000614116492215544,0.9998433589935303,0.0005906900623813272,0.9998433589935303,0.9700786907813551,0.9330735286153437
PT-G,0.15,256,1236,41,43,7.449324925801193e-07,1.0,9.333951425105624e-07,1.0,8.925117640501412e-07,1.0,1.2529929246040687,1.1981109334603892
PT-G,0.15,256,1236,41,44,5.5937775869097095e-06,1.0,5.451943707157625e-06,1.0,5.386830252973596e-06,1.0,0.9746443476615878,0.9630040110246066
PT-G,0.15,256,1236,42,43,0.0010427103843539953,0.9995300769805908,0.0009940355084836483,0.9996867179870605,0.0009614562150090933,0.9996867179870605,0.9533188921864404,0.9220740767866789
PT-G,0.15,256,1236,42,44,1.4186145563144237e-05,1.0,1.977420470211655e-05,1.0,1.9009554307558574e-05,1.0,1.3939096151311285,1.3400084062964648
PT-G,0.15,512,1234,41,43,4.005189282452193e-07,1.0,4.111445548460324e-07,1.0,4.049474853218271e-07,1.0,1.0265296490414744,1.0110570481550285
PT-G,0.15,512,1234,41,44,0.0002963815932162106,1.0,0.00035564182326197624,0.9998433589935303,0.0003408800112083554,0.9998433589935303,1.199945716610462,1.150138939160379
PT-G,0.15,512,1234,42,43,6.315506198006915e-06,1.0,7.25416293789749e-06,1.0,6.99928341418854e-06,1.0,1.1486273167124437,1.1082695820007928
PT-G,0.15,512,1234,42,44,8.251196845776576e-07,1.0,8.844991157275217e-07,1.0,8.537018629795057e-07,1.0,1.0719646279924322,1.0346400394222544
PT-G,0.15,512,1235,41,43,0.006747088395059109,0.9977288842201233,0.007087354082614183,0.9979637861251831,0.0070868139155209064,0.997885525226593,1.0504314850542422,1.0503514257661986
PT-G,0.15,512,1235,41,44,0.00019373663235455751,0.9999216794967651,0.00022306323808152229,0.9998433589935303,0.00019683425489347428,0.9999216794967651,1.1513735702460965,1.015988832371401
PT-G,0.15,512,1235,42,43,3.499221747915726e-07,1.0,3.421732230890484e-07,1.0,3.5473203752189875e-07,1.0,0.9778552139282405,1.0137455213668327
PT-G,0.15,512,1235,42,44,0.009153538383543491,0.9949095249176025,0.009101001545786858,0.9949095249176025,0.009147942066192627,0.9949095249176025,0.9942604886159557,0.9993886170444289
PT-G,0.15,512,1236,41,43,0.007085601799190044,0.9978072047233582,0.008224446326494217,0.997337281703949,0.008211823180317879,0.997337281703949,1.1607265775836224,1.158945056897859
PT-G,0.15,512,1236,41,44,0.00331080867908895,0.9984337091445923,0.0032917510252445936,0.9984337091445923,0.0032898078206926584,0.9984337091445923,0.9942438069693593,0.9936568795023001
PT-G,0.15,512,1236,42,43,0.004198769573122263,0.9984337091445923,0.00415218947455287,0.9985120296478271,0.004200860857963562,0.9984337091445923,0.988906250329247,1.0004980708764506
PT-G,0.15,512,1236,42,44,0.007010222878307104,0.9970240592956543,0.006977949757128954,0.9971806406974792,0.007013145834207535,0.9971806406974792,0.9953962774453265,1.0004169562011325
PT-G,0.3,-1,1234,41,43,0.395395427942276,0.9051609039306641,0.3956930637359619,0.9054741859436035,0.39502424001693726,0.9057091474533081,1.000752754768144,0.9990612235268614
PT-G,0.3,-1,1234,42,43,2.04810803552391e-05,1.0,1.3882015082344878e-05,1.0,1.920194335980341e-05,1.0,0.6777970127339417,0.9375454334805885
PT-G,0.3,-1,1235,41,43,0.0033398058731108904,0.998746931552887,0.0035144502762705088,0.998746931552887,0.0034243178088217974,0.998746931552887,1.0522917827547098,1.0253044455042495
PT-G,0.3,-1,1235,42,43,0.01746978424489498,0.9969457387924194,0.017986884340643883,0.9967890977859497,0.017804013565182686,0.9967890977859497,1.029599684146071,1.0191318516360826
PT-G,0.3,-1,1236,41,43,0.07883181422948837,0.9789333343505859,0.08030025660991669,0.9798731207847595,0.08045700192451477,0.9796381592750549,1.0186275350222629,1.0206158859961703
PT-G,0.3,-1,1236,42,43,0.0038627232424914837,0.9993734955787659,0.0038812318816781044,0.9994518160820007,0.00391830550506711,0.9993734955787659,1.0047916037532842,1.0143893981231167
PT-G,0.3,1024,1234,41,43,0.0012895793188363314,0.9993734955787659,0.0011481523979455233,0.9995300769805908,0.0012866862816736102,0.9993734955787659,0.8903309638848531,0.9977566039401657
PT-G,0.3,1024,1234,41,44,2.8962305805180222e-05,1.0,3.056220157304779e-05,1.0,2.9204165912233293e-05,1.0,1.0552406213313792,1.008350858135398
PT-G,0.3,1024,1234,42,43,8.599788088758942e-06,1.0,6.277100328588858e-05,1.0,6.643549568252638e-05,1.0,7.299133727252951,7.725247994118174
PT-G,0.3,1024,1234,42,44,0.0023236253764480352,0.9991385340690613,0.0023087537847459316,0.9992168545722961,0.002309682546183467,0.9992168545722961,0.9935998324631672,0.9939995360672632
PT-G,0.3,1024,1235,41,43,9.646563512433204e-07,1.0,7.526315357608837e-07,1.0,8.079352937784279e-07,1.0,0.7802068941865531,0.8375369039317485
PT-G,0.3,1024,1235,41,44,0.011188293807208538,0.997337281703949,0.011545570567250252,0.9970240592956543,0.011321156285703182,0.9972589612007141,1.031933087045991,1.0118751331332614
PT-G,0.3,1024,1235,42,43,0.00534034101292491,0.997337281703949,0.005445845890790224,0.9972589612007141,0.005417719949036837,0.997337281703949,1.0197562061317746,1.014489512172472
PT-G,0.3,1024,1235,42,44,0.003599379910156131,0.9985120296478271,0.004063247237354517,0.9981987476348877,0.004247208125889301,0.9982770681381226,1.1288742335560418,1.1799832837609714
PT-G,0.3,1024,1236,41,43,2.1197098249103874e-05,1.0,2.2256239390117116e-05,1.0,2.4217162717832252e-05,1.0,1.0499663269267536,1.1424753724890648
PT-G,0.3,1024,1236,41,44,0.0030985611956566572,0.9984337091445923,0.0031162507366389036,0.9984337091445923,0.0031017011497169733,0.9984337091445923,1.0057089532416021,1.0010133587371834
PT-G,0.3,1024,1236,42,43,0.0008566841715946794,0.9996867179870605,0.0008243125630542636,0.9997650384902954,0.0008644556510262191,0.9996867179870605,0.9622129022412572,1.0090715805068202
PT-G,0.3,1024,1236,42,44,2.936897772087832e-06,1.0,2.273073050673702e-06,1.0,2.57748047260975e-06,1.0,0.773970777014067,0.8776200850795793
PT-G,0.3,256,1234,41,43,0.0007250779308378696,0.9999216794967651,0.0007793026743456721,0.9999216794967651,0.0007599450764246285,0.9999216794967651,1.07478471099671,1.0480874456439018
PT-G,0.3,256,1234,41,44,1.122093138405944e-07,1.0,2.0166866931958793e-07,1.0,1.995711187419147e-07,1.0,1.7972542778942604,1.778561082954551
PT-G,0.3,256,1234,42,43,0.00035023369127884507,1.0,0.0003327215672470629,1.0,0.00033058697590604424,1.0,0.9499987452154066,0.9439039822209487
PT-G,0.3,256,1234,42,44,8.39965941850096e-05,1.0,9.457355918129906e-05,1.0,9.355383372167125e-05,1.0,1.1259213554896381,1.1137812744599027
PT-G,0.3,256,1235,41,43,0.000284645619103685,1.0,0.0002823018585331738,1.0,0.0002842135145328939,1.0,0.9917660402507109,0.9984819560119992
PT-G,0.3,256,1235,41,44,0.0008886185241863132,0.9995300769805908,0.0008340007625520229,0.9995300769805908,0.0008389693684875965,0.9995300769805908,0.9385363233516852,0.944127705705686
PT-G,0.3,256,1235,42,43,2.413067704765126e-05,1.0,2.2196829377207905e-05,1.0,2.2125719624455087e-05,1.0,0.9198593696055625,0.916912508536874
PT-G,0.3,256,1235,42,44,0.0008339847554452717,0.9998433589935303,0.0008785667596384883,0.9997650384902954,0.0008747930987738073,0.9997650384902954,1.0534566176445441,1.048931761716373
PT-G,0.3,256,1236,41,43,0.00015704732504673302,1.0,0.00015487933706026524,1.0,0.0001537332427687943,1.0,0.9861953205135927,0.9788975566635564
PT-G,0.3,256,1236,41,44,0.0028619770891964436,0.9991385340690613,0.002892014104872942,0.9991385340690613,0.002851044060662389,0.9991385340690613,1.010495197809194,0.9961799035445373
PT-G,0.3,256,1236,42,43,4.9574948207009584e-05,1.0,4.989775698049925e-05,1.0,4.965662083122879e-05,1.0,1.0065115302217105,1.0016474575803522
PT-G,0.3,256,1236,42,44,0.0005471660988405347,0.9998433589935303,0.0005407319404184818,0.9998433589935303,0.0005402938695624471,0.9998433589935303,0.9882409410310926,0.9874403233448671
PT-G,0.3,512,1234,41,43,5.3262861001712736e-06,1.0,4.05030323236133e-06,1.0,5.151047389517771e-06,1.0,0.760436663781746,0.9670992681658863
PT-G,0.3,512,1234,41,44,0.00019782184972427785,0.9999216794967651,0.00019731164502445608,0.9999216794967651,0.00019480654736980796,0.9999216794967651,0.9974208880336884,0.9847574857950596
PT-G,0.3,512,1234,42,43,2.078552461171057e-05,1.0,2.4148817828972824e-05,1.0,2.4246959583251737e-05,1.0,1.1618093976501018,1.1665310371618425
PT-G,0.3,512,1234,42,44,0.001612544059753418,0.999295175075531,0.0015218488406389952,0.9994518160820007,0.0015298787038773298,0.9994518160820007,0.9437564396669623,0.9487360637521254
